lat,lon,temp_avg,temp_min,temp_max,pm_1_avg,pm_1_min,pm_1_max,pm_2_5_avg,pm_2_5_min,pm_2_5_max,pm_10_avg,pm_10_min,pm_10_max,hum_avg,hum_min,hum_max,date
52.182,4.84,13.765926,12.863355,15.541695,3.2981212,2.6338785,4.5006046,3.4876392,2.7852273,4.75922,3.4876392,2.7852273,4.75922,70.01093,67.25261,71.438156,2022-11-08
52.183,4.84,14.174487,12.836652,15.512321,3.30715,2.807802,3.8064978,3.4971864,2.9691448,4.025228,3.4971864,2.9691448,4.025228,69.268326,67.0573,71.479355,2022-11-08
52.185,4.84,14.187839,12.876707,15.49897,7.000725,2.8282614,11.173188,7.4030027,2.9907799,11.815226,7.4030027,2.9907799,11.815226,69.37971,66.99167,71.767746,2022-11-08
52.186,4.84,14.718343,12.876707,15.680552,3.15351,2.6768737,3.6474488,3.334718,2.830693,3.8570397,3.334718,2.830693,3.8570397,68.1417,66.3981,71.264206,2022-11-08
52.187,4.84,12.836652,12.836652,12.836652,2.6765034,2.6765034,2.6765034,2.8303015,2.8303015,2.8303015,2.8303015,2.8303015,2.8303015,71.45189,71.45189,71.45189,2022-11-08
52.19,4.84,14.457541,12.90608,16.009003,3.9253716,2.4780197,5.3727236,4.150933,2.6204126,5.6814528,4.150933,2.6204126,5.6814528,68.16434,65.22621,71.10246,2022-11-08
52.191,4.84,12.850003,12.850003,12.850003,2.2379196,2.2379196,2.2379196,2.3665156,2.3665156,2.3665156,2.3665156,2.3665156,2.3665156,71.053635,71.053635,71.053635,2022-11-08
52.213,4.84,15.936904,12.262531,17.795452,2.6931984,2.6094978,2.8589392,2.8614519,2.7662525,3.0315254,2.8779342,2.7745647,3.0416682,64.82082,60.35858,73.40047,2022-11-08
52.182,4.841,14.215877,12.876707,15.555046,3.2091303,2.3742352,4.0440254,3.3935342,2.5106642,4.2764044,3.3935342,2.5106642,4.2764044,69.39421,67.254135,71.53429,2022-11-08
52.183,4.841,14.195848,12.850003,15.541695,3.0500917,2.7319877,3.3681958,3.2253573,2.8889742,3.5617404,3.2253573,2.8889742,3.5617404,69.320206,67.09239,71.54802,2022-11-08
52.185,4.841,13.812212,12.876707,15.597772,4.0522327,2.2892635,7.4676995,4.285084,2.42081,7.896811,4.285084,2.42081,7.896811,69.90259,66.84671,71.45647,2022-11-08
52.191,4.841,14.983596,12.82063,16.121157,4.236835,2.6329656,5.177096,4.4802933,2.784262,5.4745836,4.4802933,2.784262,5.4745836,67.194626,65.02937,71.33745,2022-11-08
52.213,4.841,15.946695,12.374685,17.739374,3.1042154,2.8062398,3.3626227,3.2999682,2.9773905,3.5872955,3.3211918,2.98948,3.6257052,63.932755,59.122604,73.22194,2022-11-08
52.182,4.842,12.863355,12.863355,12.863355,2.390487,2.390487,2.390487,2.52785,2.52785,2.52785,2.52785,2.52785,2.52785,71.438156,71.438156,71.438156,2022-11-08
52.192,4.842,14.400797,12.66308,16.107803,3.5941947,2.3255718,4.8462744,3.8007257,2.4592047,5.1247525,3.8007257,2.4592047,5.1247525,68.35087,64.91492,71.812,2022-11-08
52.213,4.842,14.110399,12.246509,17.710003,2.8430042,2.4525812,3.0549362,3.0277438,2.6033385,3.2579813,3.0538492,2.61534,3.29157,68.49673,58.88913,73.35011,2022-11-08
52.192,4.843,16.137178,16.137178,16.137178,4.534791,4.534791,4.534791,4.795371,4.795371,4.795371,4.795371,4.795371,4.795371,65.050735,65.050735,65.050735,2022-11-08
52.193,4.843,12.721828,12.721828,12.721828,2.1903934,2.1903934,2.1903934,2.3162587,2.3162587,2.3162587,2.3162587,2.3162587,2.3162587,71.990524,71.990524,71.990524,2022-11-08
52.213,4.843,16.394197,12.401388,17.795452,2.9882789,2.5745614,3.340695,3.1775289,2.7349687,3.5597785,3.1989474,2.7501945,3.5929,62.847713,59.050888,73.25398,2022-11-08
52.193,4.844,14.973805,12.66308,16.163881,3.7035902,2.4074554,4.416797,3.916407,2.5457935,4.6705966,3.916407,2.5457935,4.6705966,67.20072,64.7074,72.00885,2022-11-08
52.212,4.844,14.943541,12.233157,17.653925,3.1236572,3.1013374,3.145977,3.3241441,3.2967007,3.3515873,3.3497865,3.317651,3.381922,66.08606,59.16075,73.01137,2022-11-08
52.213,4.844,17.739374,17.739374,17.739374,3.1174178,3.1174178,3.1174178,3.312494,3.312494,3.312494,3.3319647,3.3319647,3.3319647,59.26451,59.26451,59.26451,2022-11-08
52.194,4.845,15.006739,12.692454,16.177233,3.4506295,1.9931653,4.2377634,3.6489105,2.1076972,4.4812756,3.6489105,2.1076972,4.4812756,67.001854,64.40222,72.10651,2022-11-08
52.212,4.845,15.817629,12.289234,17.581825,2.9364316,2.7456384,3.1039667,3.1245103,2.9200566,3.3001268,3.1481361,2.9403877,3.3218641,64.166725,59.081406,73.186844,2022-11-08
52.194,4.846,14.512282,12.692454,16.332111,3.047442,1.9168074,4.1780767,3.2225554,2.0269516,4.418159,3.2225554,2.0269516,4.418159,68.22537,64.267944,72.1828,2022-11-08
52.195,4.846,12.676432,12.676432,12.676432,2.0528142,2.0528142,2.0528142,2.1707737,2.1707737,2.1707737,2.1707737,2.1707737,2.1707737,71.89897,71.89897,71.89897,2022-11-08
52.212,4.846,14.848077,12.275883,17.413595,2.6268346,2.3456545,2.912073,2.7969801,2.4998076,3.0978134,2.820432,2.5234604,3.1202948,66.63881,59.787888,73.36995,2022-11-08
52.195,4.847,15.119782,12.721828,16.31876,3.34965,1.6691914,4.3519454,3.5421283,1.7651069,4.6020184,3.5421283,1.7651069,4.6020184,66.827385,64.15808,71.99968,2022-11-08
52.212,4.847,16.203936,12.275883,17.61387,2.6092265,2.0975134,3.6994987,2.7788198,2.2317462,3.9468374,2.8028336,2.2484841,3.9892893,62.677567,58.460358,73.42946,2022-11-08
52.196,4.848,14.52697,12.676432,16.406881,2.6507783,1.4534992,3.9251146,2.803098,1.5370207,4.150661,2.803098,1.5370207,4.150661,68.09834,63.979538,72.09277,2022-11-08
52.212,4.848,16.135176,12.246509,17.469671,2.9018233,2.449555,3.653113,3.090832,2.6062405,3.9019656,3.1180239,2.6256945,3.9495218,63.493927,59.961838,73.615616,2022-11-08
52.196,4.849,14.5416565,12.66308,16.420233,2.5644653,1.6025773,3.5263534,2.7118256,1.6946652,3.7289858,2.7118256,1.6946652,3.7289858,68.02242,64.08484,71.96001,2022-11-08
52.212,4.849,17.356184,17.314793,17.397573,2.8724487,2.7308218,3.0140755,3.0482154,2.900889,3.195542,3.0612953,2.9169462,3.2056446,60.369263,60.14496,60.593567,2022-11-08
52.197,4.85,14.480239,12.550926,16.361486,2.6778502,1.7920594,3.6322873,2.8317258,1.8950354,3.841007,2.8317258,1.8950354,3.841007,68.2372,64.034485,72.56427,2022-11-08
52.212,4.85,15.616464,12.262531,17.357517,2.8693902,2.3614733,3.1662116,3.0474446,2.524725,3.3539689,3.0635326,2.5583806,3.361076,64.987656,60.48828,73.763626,2022-11-08
52.198,4.851,15.17319,12.66308,16.449608,2.9289424,1.8874815,3.5337887,3.0972462,1.9959406,3.7368484,3.0972462,1.9959406,3.7368484,67.00643,64.1001,72.72296,2022-11-08
52.212,4.851,15.980296,12.233157,17.28542,2.8287845,2.1590755,3.1399205,3.0050836,2.3081255,3.3219411,3.021878,2.338641,3.3238857,63.73616,59.92827,73.62172,2022-11-08
52.198,4.852,12.49485,12.49485,12.49485,1.7982817,1.7982817,1.7982817,1.9016151,1.9016151,1.9016151,1.9016151,1.9016151,1.9016151,72.85266,72.85266,72.85266,2022-11-08
52.199,4.852,14.406805,12.452124,16.361486,2.6991358,1.8211782,3.5770934,2.8542345,1.9258273,3.7826416,2.8542345,1.9258273,3.7826416,68.665596,64.1947,73.13649,2022-11-08
52.212,4.852,15.498078,12.233157,17.173265,2.6440077,2.1676614,3.0618267,2.828006,2.316271,3.2718668,2.8671722,2.3456461,3.3135166,65.16568,60.65155,73.823135,2022-11-08
52.199,4.853,14.428168,12.478828,16.377508,2.8099875,2.0028486,3.6716793,2.9714699,2.1179368,3.8826673,2.9714868,2.1179368,3.882673,68.69573,64.2359,73.171585,2022-11-08
52.212,4.853,15.878157,12.203784,17.143892,2.5796733,2.366598,2.8818843,2.7842934,2.5274403,3.0913825,2.853161,2.5577946,3.1449976,63.723957,60.29602,73.771255,2022-11-08
52.199,4.854,16.462957,16.462957,16.462957,3.495408,3.495408,3.495408,3.6967294,3.6967294,3.6967294,3.697301,3.697301,3.697301,63.851364,63.851364,63.851364,2022-11-08
52.2,4.854,14.513618,12.550926,16.47631,2.8369427,2.3569677,3.3169174,3.0020294,2.4924047,3.5116541,3.0045571,2.4924047,3.5167096,68.16739,63.198288,73.13649,2022-11-08
52.212,4.854,15.4037285,12.190432,17.031738,2.7193923,2.1655886,3.2591999,2.9536517,2.310562,3.5673945,3.048914,2.3356404,3.7150745,64.92815,60.43335,73.8506,2022-11-08
52.2,4.855,14.592393,12.593652,16.591133,2.9653502,2.3975325,3.5331678,3.1430614,2.5353003,3.7508223,3.1519957,2.5353003,3.768691,68.16433,63.384445,72.944214,2022-11-08
52.201,4.855,12.649729,12.649729,12.649729,2.3176396,2.3176396,2.3176396,2.4508164,2.4508164,2.4508164,2.4508164,2.4508164,2.4508164,72.83893,72.83893,72.83893,2022-11-08
52.211,4.855,14.58772,12.121004,17.103836,2.5333664,2.0279508,3.2996743,2.755022,2.1628046,3.628358,2.8479462,2.1851847,3.7982204,66.99969,59.781784,73.9742,2022-11-08
52.201,4.856,15.285343,12.550926,16.673914,3.0542972,2.2062094,3.5582426,3.2400808,2.3329833,3.7782438,3.2526314,2.3329833,3.7972174,66.47491,63.262375,72.773315,2022-11-08
52.202,4.856,12.521553,12.521553,12.521553,2.091933,2.091933,2.091933,2.2121406,2.2121406,2.2121406,2.2121406,2.2121406,2.2121406,72.62378,72.62378,72.62378,2022-11-08
52.211,4.856,15.84678,12.147707,17.11719,2.4523487,2.3447678,2.6847525,2.6883647,2.5927947,2.868228,2.8045144,2.7311654,2.9038956,64.16266,60.543213,73.77736,2022-11-08
52.202,4.857,15.356552,12.66308,16.746014,3.1568763,2.1277604,3.7677577,3.3465433,2.2500265,3.9981163,3.3566387,2.2500265,4.015039,66.1392,62.86258,72.55817,2022-11-08
52.211,4.857,15.41708,12.219806,17.143892,2.6903317,2.5050168,2.968965,2.9470084,2.787773,3.173792,3.0716898,2.9573114,3.2155914,65.35794,60.720215,73.93758,2022-11-08
52.202,4.858,12.649729,12.649729,12.649729,2.1997952,2.1997952,2.1997952,2.3262007,2.3262007,2.3262007,2.3262007,2.3262007,2.3262007,72.60089,72.60089,72.60089,2022-11-08
52.203,4.858,15.4971895,12.705806,16.956968,3.350248,2.4980736,4.0087724,3.5490212,2.6416187,4.248983,3.5566678,2.6416187,4.261024,65.80859,62.249176,72.73822,2022-11-08
52.211,4.858,17.018387,17.018387,17.018387,2.436381,2.436381,2.436381,2.7241862,2.7241862,2.7241862,2.904709,2.904709,2.904709,61.06813,61.06813,61.06813,2022-11-08
52.212,4.858,15.240949,12.203784,17.13054,2.5999184,2.4528813,2.9056056,2.8879404,2.6284537,3.108245,3.0572512,2.6707408,3.2516623,65.39749,59.856552,73.93605,2022-11-08
52.213,4.858,12.262531,12.262531,12.262531,2.4407103,2.4407103,2.4407103,2.615651,2.615651,2.615651,2.658021,2.658021,2.658021,73.83687,73.83687,73.83687,2022-11-08
52.203,4.859,14.033849,12.620355,16.844814,3.0707319,2.7036924,3.7712007,3.2511764,2.8604295,3.995559,3.256055,2.862112,4.004913,69.17066,62.26291,72.67261,2022-11-08
52.213,4.859,12.163729,12.163729,12.163729,2.7950695,2.7950695,2.7950695,2.9943826,2.9943826,2.9943826,3.0416517,3.0416517,3.0416517,73.900955,73.900955,73.900955,2022-11-08
52.214,4.859,12.17708,12.17708,12.17708,2.9034681,2.9034681,2.9034681,3.111824,3.111824,3.111824,3.1625285,3.1625285,3.1625285,73.71175,73.71175,73.71175,2022-11-08
52.215,4.859,12.163729,12.163729,12.163729,2.6763792,2.6763792,2.6763792,2.87072,2.87072,2.87072,2.9202452,2.9202452,2.9202452,73.61714,73.61714,73.61714,2022-11-08
52.216,4.859,12.203784,12.203784,12.203784,2.6091478,2.6091478,2.6091478,2.796123,2.796123,2.796123,2.8413708,2.8413708,2.8413708,73.66292,73.66292,73.66292,2022-11-08
52.204,4.86,15.4784975,12.593652,16.927595,3.3371375,2.723328,3.7863426,3.5343194,2.8801305,4.012836,3.5409422,2.880515,4.023732,65.54105,61.956192,72.562744,2022-11-08
52.207,4.86,14.105058,12.620355,17.04509,3.5463042,3.183669,4.267084,3.7520983,3.3666103,4.518326,3.7545593,3.3666103,4.5257087,68.74952,61.536575,72.417786,2022-11-08
52.208,4.86,12.705806,12.705806,12.705806,2.8700252,2.8700252,2.8700252,3.0349436,3.0349436,3.0349436,3.0349436,3.0349436,3.0349436,72.37048,72.37048,72.37048,2022-11-08
52.214,4.86,14.936124,12.33463,18.161287,3.2119055,2.6686935,4.599227,3.4248383,2.8220413,4.8635097,3.4594886,2.8220422,4.8635097,66.86757,57.6501,74.1741,2022-11-08
52.215,4.86,12.537129,12.462806,12.687113,2.3340247,1.9480163,3.168308,2.4683516,2.0599527,3.3516233,2.4686081,2.0599535,3.3531592,73.82772,72.97015,74.184784,2022-11-08
52.216,4.86,12.318608,12.318608,12.318608,2.223883,2.223883,2.223883,2.379996,2.379996,2.379996,2.4145901,2.4145901,2.4145901,73.68428,73.68428,73.68428,2022-11-08
52.204,4.861,12.620355,12.620355,12.620355,3.0297406,3.0297406,3.0297406,3.2038732,3.2038732,3.2038732,3.2039187,3.2039187,3.2039187,72.59631,72.59631,72.59631,2022-11-08
52.205,4.861,14.760623,12.607003,16.914244,3.3733072,2.8539262,3.8926883,3.5724874,3.0179222,4.1270523,3.5790117,3.0179257,4.1400976,67.21293,61.943985,72.48187,2022-11-08
52.206,4.861,14.753948,12.593652,16.914244,2.9942613,2.9039335,3.084589,3.16965,3.0708003,3.2684999,3.1737196,3.0708003,3.276639,67.04966,61.68611,72.41321,2022-11-08
52.208,4.861,14.888799,12.66308,17.114517,3.6221707,2.6969392,4.5474024,3.8340843,2.8519115,4.816257,3.8386955,2.8519115,4.8254795,67.149605,61.695267,72.60394,2022-11-08
52.209,4.861,13.841028,12.553597,17.143892,3.304866,2.65648,4.6082478,3.5117097,2.8091278,4.8828945,3.532399,2.8091278,4.8949213,69.215675,61.29854,72.72754,2022-11-08
52.21,4.861,14.704279,12.550926,17.597849,2.6956902,1.9887668,4.126658,2.8664315,2.1164207,4.3753734,2.88578,2.132757,4.389527,66.54122,58.573273,72.961,2022-11-08
52.211,4.861,15.465145,12.607003,17.653925,2.8706834,2.284626,4.124397,3.053341,2.4410465,4.3796597,3.0749621,2.4717531,4.401969,64.84101,58.35965,73.112076,2022-11-08
52.212,4.861,14.3115635,12.484168,17.766079,2.6579914,2.2739334,3.9769523,2.8299239,2.429336,4.2244434,2.8533723,2.4595494,4.247607,67.96724,57.886612,73.327225,2022-11-08
52.213,4.861,12.476157,12.468146,12.484168,3.0485141,2.4521847,3.6448436,3.2580853,2.62126,3.8949103,3.300097,2.6556623,3.9445314,72.52994,72.399475,72.6604,2022-11-08
52.214,4.861,13.792296,12.390707,17.579157,2.8037283,2.4601338,3.3278198,2.9830976,2.6251688,3.559546,3.005401,2.6540804,3.6090147,69.62252,59.421677,74.013885,2022-11-08
52.215,4.861,13.781504,12.246509,19.352255,2.825844,2.2111676,4.709109,3.0272756,2.3580585,5.0241027,3.074973,2.3822825,5.0783305,68.9699,52.298767,75.06828,2022-11-08
52.205,4.862,14.802013,12.676432,16.927595,3.4407365,2.9609532,3.92052,3.6437092,3.1310964,4.156322,3.6501346,3.1310964,4.169173,67.1908,61.914993,72.46661,2022-11-08
52.206,4.862,14.061442,12.564278,16.927595,3.0253022,2.6905723,3.655604,3.2017972,2.8451788,3.873626,3.2050388,2.8451788,3.8833501,68.810555,61.806656,72.43152,2022-11-08
52.207,4.862,12.652399,12.652399,12.652399,2.291449,2.291449,2.291449,2.4706054,2.4706054,2.4706054,2.5286024,2.5286024,2.5286024,71.85777,71.85777,71.85777,2022-11-08
52.208,4.862,12.62436,12.566948,12.681773,2.8759694,2.7127779,3.039161,3.0995712,2.9236891,3.2754533,3.1708298,2.9909008,3.3507586,71.93255,71.8181,72.047,2022-11-08
52.209,4.862,16.395714,12.553597,17.739374,2.7156334,2.218944,3.5214791,2.890078,2.3590276,3.7921393,2.9125497,2.3743896,3.8755684,61.74589,58.417633,72.10651,2022-11-08
52.21,4.862,17.226671,17.226671,17.226671,3.9606338,3.9606338,3.9606338,4.2012277,4.2012277,4.2012277,4.217116,4.217116,4.217116,61.704422,61.704422,61.704422,2022-11-08
52.212,4.862,16.15409,13.341344,17.766079,2.871859,2.463961,3.6206877,3.0541432,2.6094189,3.8481927,3.0752256,2.6141517,3.8719501,62.6398,57.52498,69.61928,2022-11-08
52.213,4.862,15.582344,12.521553,18.249409,2.7305882,2.4702442,3.1724017,2.9021747,2.6128535,3.3724084,2.9201055,2.6136637,3.394042,64.065674,57.227432,72.78705,2022-11-08
52.214,4.862,14.277868,12.158388,18.417639,4.1810374,2.301454,20.99712,4.4344044,2.433707,22.21727,4.450425,2.4337149,22.233906,67.99234,55.979233,75.33836,2022-11-08
52.215,4.862,15.371938,12.286564,18.844893,4.822754,2.308765,12.582856,5.1510115,2.5209575,13.368087,5.2134624,2.6180894,13.444054,64.81094,54.2153,75.54436,2022-11-08
52.205,4.863,12.681773,12.681773,12.681773,2.5610325,2.5610325,2.5610325,2.7634685,2.7634685,2.7634685,2.8309793,2.8309793,2.8309793,72.077515,72.077515,72.077515,2022-11-08
52.206,4.863,12.696459,12.639047,12.753871,2.3991039,2.2545567,2.5436513,2.589516,2.4330065,2.7460253,2.6537037,2.4927292,2.8146784,72.0386,71.95848,72.11871,2022-11-08
52.207,4.863,14.705437,12.652399,17.480354,2.4666538,2.225506,2.7482197,2.6379023,2.368932,2.9230893,2.6739447,2.387917,2.9437928,65.77248,59.15007,71.95085,2022-11-08
52.208,4.863,13.525597,13.512245,13.538948,2.4953365,2.362752,2.6279209,2.6517816,2.510081,2.7934823,2.6677308,2.5242014,2.8112602,68.17883,68.11017,68.2475,2022-11-08
52.209,4.863,13.538948,13.538948,13.538948,2.6851408,2.6851408,2.6851408,2.851696,2.851696,2.851696,2.8666723,2.8666723,2.8666723,68.17273,68.17273,68.17273,2022-11-08
52.214,4.863,12.353322,12.25719,12.545586,2.9636075,2.624418,3.4301796,3.1408422,2.7752218,3.63872,3.1493204,2.7752228,3.6526897,74.808876,73.83687,75.37041,2022-11-08
52.201,4.864,13.711629,13.303959,14.297322,2.5450623,2.4560099,2.5937512,2.8089907,2.6821458,2.9114509,2.9527252,2.7859716,3.128196,66.84264,64.45715,68.392456,2022-11-08
52.202,4.864,13.191805,13.191805,13.191805,2.3446205,2.3446205,2.3446205,2.549345,2.549345,2.549345,2.6348376,2.6348376,2.6348376,68.95245,68.95245,68.95245,2022-11-08
52.204,4.864,12.639047,12.639047,12.639047,2.6982303,2.6982303,2.6982303,2.910337,2.910337,2.910337,2.9800296,2.9800296,2.9800296,70.7637,70.7637,70.7637,2022-11-08
52.205,4.864,12.553597,12.553597,12.553597,2.5206487,2.5206487,2.5206487,2.718914,2.718914,2.718914,2.784164,2.784164,2.784164,71.6472,71.6472,71.6472,2022-11-08
52.207,4.864,15.489624,13.5523,17.397573,2.6196826,2.4235642,2.7510724,2.7995172,2.6012948,2.9296129,2.8353055,2.6482766,2.97954,63.548477,59.301132,67.85838,2022-11-08
52.214,4.864,12.401388,12.299916,12.502861,2.8724713,2.7629223,2.9820201,3.0425773,2.9216847,3.1634698,3.048745,2.9216857,3.1758041,74.392296,73.91011,74.87448,2022-11-08
52.2,4.865,14.567025,14.567025,14.567025,2.675988,2.675988,2.675988,3.0478785,3.0478785,3.0478785,3.314285,3.314285,3.314285,63.613327,63.613327,63.613327,2022-11-08
52.201,4.865,13.8794155,13.744563,14.014267,2.8402748,2.7481337,2.932416,3.1341872,3.0402577,3.2281165,3.2938244,3.2041779,3.3834708,66.09292,65.62752,66.55832,2022-11-08
52.202,4.865,12.979514,12.964827,12.994201,1.9188827,1.9108778,1.9268876,2.0819468,2.0688705,2.0950232,2.1464365,2.127728,2.165145,69.956505,69.74745,70.16556,2022-11-08
52.203,4.865,12.859349,12.8233,12.895399,2.3185976,2.2204351,2.4167602,2.506842,2.4016254,2.6120584,2.5740333,2.4670906,2.6809762,70.54474,70.3746,70.714874,2022-11-08
52.204,4.865,12.866025,12.866025,12.866025,2.5573952,2.5573952,2.5573952,2.7588773,2.7588773,2.7588773,2.8254774,2.8254774,2.8254774,70.91019,70.91019,70.91019,2022-11-08
52.206,4.865,15.446898,13.667124,17.325474,2.8933768,2.737198,3.0173445,3.0939727,2.9177184,3.2390528,3.1359103,2.9460986,3.2980769,63.454258,59.371323,67.51506,2022-11-08
52.207,4.865,16.171892,13.680476,17.437628,2.9668324,2.868275,3.074261,3.174537,3.055688,3.2933662,3.2200017,3.0832858,3.345216,62.210007,59.407944,67.60509,2022-11-08
52.214,4.865,12.351987,12.227817,12.476157,3.0650287,2.8906374,3.2394197,3.2465022,3.0567386,3.436266,3.25304,3.0567396,3.4493403,73.9475,73.64766,74.247345,2022-11-08
52.205,4.866,14.84919,13.765926,17.015717,2.5910792,2.312161,2.9471042,2.7681127,2.4673138,3.1556094,2.8024867,2.4945388,3.203436,64.92612,60.04883,67.42656,2022-11-08
52.206,4.866,15.384146,13.667124,17.101168,2.7675998,2.6399891,2.8952107,2.957952,2.8149562,3.1009476,2.9962041,2.843374,3.1490345,63.705643,59.992355,67.41893,2022-11-08
52.213,4.866,12.310596,12.214465,12.489509,3.0824509,2.923466,3.1680145,3.2651415,3.0914536,3.3603852,3.2719426,3.0914545,3.373005,73.94013,73.54237,74.221405,2022-11-08
52.204,4.867,15.388151,13.835355,16.940947,2.8814123,2.8149884,2.9478362,3.0800803,3.005514,3.1546466,3.120503,3.040653,3.200353,63.72625,60.234985,67.217514,2022-11-08
52.205,4.867,15.921771,13.736552,17.04242,2.8442144,2.5072534,3.044422,3.0419824,2.675695,3.258708,3.083916,2.7054586,3.306766,62.666256,60.035095,67.30754,2022-11-08
52.213,4.867,12.409399,12.243839,12.574959,3.038198,2.9722733,3.1041226,3.213612,3.1430655,3.2841585,3.2146308,3.1430664,3.2861955,74.09551,73.763626,74.4274,2022-11-08
52.203,4.868,15.404173,13.792629,17.015717,2.7392268,2.6047807,2.8736727,2.9271362,2.7795725,3.0746999,2.9643977,2.8102472,3.1185482,63.79033,60.58899,66.99167,2022-11-08
52.204,4.868,15.346093,13.736552,16.956968,2.7912793,2.7682967,2.8307776,2.9825382,2.9609299,3.0226953,3.0202363,3.0019188,3.0584264,63.8117,60.31433,67.23888,2022-11-08
52.213,4.868,12.355992,12.201113,12.489509,3.0131817,2.5270932,3.4918451,3.1863277,2.6723046,3.6924944,3.186333,2.6723053,3.6924973,74.00053,73.373,74.535736,2022-11-08
52.203,4.869,15.396829,13.792629,17.002365,2.8231952,2.7197623,2.913885,3.0194736,2.9139996,3.1113472,3.0610647,2.9603572,3.1480188,63.72243,60.36316,66.977936,2022-11-08
52.213,4.869,12.440374,12.227817,12.631036,2.8131356,2.6723983,2.9947422,2.9755292,2.8259592,3.1669266,2.976441,2.82596,3.1670523,73.98703,73.17769,74.4686,2022-11-08
52.214,4.869,12.601663,12.601663,12.601663,3.0718334,3.0718334,3.0718334,3.2483466,3.2483466,3.2483466,3.2483475,3.2483475,3.2483475,73.69801,73.69801,73.69801,2022-11-08
52.202,4.87,15.422866,13.864728,17.015717,2.5498343,2.3458073,2.8726974,2.7323942,2.513936,3.0721686,2.776414,2.5545132,3.1141844,63.732346,60.447083,66.86044,2022-11-08
52.213,4.87,12.33463,12.326619,12.342641,2.502532,2.3745153,2.6305487,2.6475823,2.510985,2.7841794,2.6491098,2.511018,2.787202,74.50751,74.454865,74.56015,2022-11-08
52.214,4.87,12.518883,12.518883,12.518883,3.2267976,3.2267976,3.2267976,3.412215,3.412215,3.412215,3.4122162,3.4122162,3.4122162,73.62019,73.62019,73.62019,2022-11-08
52.215,4.87,12.489509,12.489509,12.489509,3.0626328,3.0595155,3.0657501,3.2386172,3.2353208,3.2419136,3.2386181,3.2353218,3.2419145,73.688095,73.59425,73.78194,2022-11-08
52.201,4.871,15.461585,13.87808,17.002365,2.657385,2.5229418,2.8251753,2.852354,2.7067528,3.0324667,2.9039814,2.7541869,3.0873697,63.776978,60.720215,66.75363,2022-11-08
52.207,4.871,12.42008,12.385366,12.454795,3.1083505,2.8857985,3.3309023,3.2869632,3.0516229,3.5223036,3.2869658,3.0516253,3.5223062,73.99633,73.86891,74.12375,2022-11-08
52.208,4.871,12.433433,12.412069,12.454795,3.2153995,3.077076,3.353723,3.4001637,3.2538915,3.5464356,3.400166,3.253894,3.5464382,73.971146,73.95436,73.98793,2022-11-08
52.209,4.871,12.374684,12.342641,12.412069,2.833282,2.7571135,2.913937,2.9960887,2.9155433,3.0813782,2.9960911,2.9155455,3.0813806,74.08559,73.87349,74.44571,2022-11-08
52.21,4.871,12.349317,12.342641,12.355992,2.9371274,2.7644498,3.1098049,3.1059012,2.9233012,3.2885013,3.1059036,2.9233036,3.2885036,74.16342,74.11154,74.2153,2022-11-08
52.211,4.871,12.349317,12.313267,12.385366,2.907868,2.830605,2.9851308,3.0757143,2.9936788,3.15775,3.076638,2.994196,3.1590798,74.039055,73.8857,74.19241,2022-11-08
52.212,4.871,12.350652,12.313267,12.412069,2.5938532,2.4981508,2.7585368,2.7435513,2.641949,2.9178305,2.7443464,2.6422548,2.9187877,74.23259,73.919266,74.38925,2022-11-08
52.216,4.871,12.359998,12.265201,12.433432,2.7998962,2.5243847,3.1270323,2.9607832,2.6694405,3.3067172,2.9607842,2.6694412,3.306718,73.94483,73.68428,74.11612,2022-11-08
52.2,4.872,15.461585,13.864728,17.058441,2.9014127,2.4588766,3.3439488,3.1137536,2.6364572,3.5910501,3.1694717,2.680779,3.6581647,64.14587,61.921097,66.370636,2022-11-08
52.201,4.872,15.4749365,13.920805,17.029068,2.7344851,2.422835,3.046135,2.9353638,2.6001518,3.2705758,2.9887984,2.6466808,3.330916,63.9681,61.489273,66.44693,2022-11-08
52.207,4.872,12.468146,12.468146,12.468146,3.0397782,3.0397782,3.0397782,3.2144506,3.2144506,3.2144506,3.2144532,3.2144532,3.2144532,73.77736,73.77736,73.77736,2022-11-08
52.216,4.872,12.408331,12.265201,12.532234,2.663539,2.571322,2.756833,2.8165905,2.7190747,2.9152455,2.8165913,2.7190757,2.9152465,73.64644,73.537796,73.8094,2022-11-08
52.199,4.873,14.690928,13.992904,16.986343,2.585152,2.2954617,2.8183696,2.788952,2.4881313,3.0579991,2.856435,2.562351,3.1528745,64.982376,61.6678,66.35538,2022-11-08
52.2,4.873,15.739298,13.934157,16.986343,2.8429554,2.5427022,3.3287823,3.0501347,2.7209213,3.5838957,3.1036515,2.7601395,3.6618621,63.431747,61.248184,66.30655,2022-11-08
52.207,4.873,12.405394,12.369344,12.441443,3.0813243,3.044119,3.1185296,3.2583838,3.2190406,3.297727,3.2583864,3.219043,3.2977297,73.508804,73.319595,73.69801,2022-11-08
52.216,4.873,12.574959,12.574959,12.574959,2.7207487,2.7207487,2.7207487,2.8770878,2.8770878,2.8770878,2.8770885,2.8770885,2.8770885,73.64003,73.64003,73.64003,2022-11-08
52.199,4.874,14.52964,14.52964,14.52964,2.8346307,2.8346307,2.8346307,3.089848,3.089848,3.089848,3.202621,3.202621,3.202621,64.104675,64.104675,64.104675,2022-11-08
