lat,lon,temp_avg,temp_min,temp_max,pm_1_avg,pm_1_min,pm_1_max,pm_2_5_avg,pm_2_5_min,pm_2_5_max,pm_10_avg,pm_10_min,pm_10_max,hum_avg,hum_min,hum_max,date
52.207,4.878,11.760509,11.760509,11.760509,32.92039,32.92039,32.92039,36.271347,36.271347,36.271347,38.053684,38.053684,38.053684,77.267105,77.267105,77.267105,2022-11-11
52.207,4.879,11.747157,11.704432,11.789883,31.126762,30.5442,31.709326,34.3276,33.70351,34.95169,36.052467,35.418556,36.686382,77.40596,77.370865,77.441055,2022-11-11
52.207,4.88,11.760509,11.760509,11.760509,31.145546,31.145546,31.145546,34.423508,34.423508,34.423508,36.24124,36.24124,36.24124,77.35713,77.35713,77.35713,2022-11-11
52.207,4.881,11.717784,11.717784,11.717784,30.78619,30.78619,30.78619,34.040447,34.040447,34.040447,35.85447,35.85447,35.85447,77.49599,77.49599,77.49599,2022-11-11
52.207,4.882,11.725795,11.717784,11.733806,28.849695,27.456638,30.242752,31.90637,30.402199,33.41054,33.614964,32.072845,35.15708,77.24269,77.14656,77.33882,2022-11-11
52.207,4.883,11.773861,11.773861,11.773861,29.192434,29.192434,29.192434,32.452347,32.452347,32.452347,34.38514,34.38514,34.38514,77.42122,77.42122,77.42122,2022-11-11
52.207,4.884,11.839284,11.832608,11.84596,31.954704,31.374039,32.53537,35.84112,35.284462,36.39778,38.345238,37.858658,38.831814,77.46013,77.4258,77.49446,2022-11-11
52.207,4.885,11.760509,11.760509,11.760509,32.08116,32.08116,32.08116,36.05231,36.05231,36.05231,38.65103,38.65103,38.65103,77.48988,77.48988,77.48988,2022-11-11
52.207,4.886,11.704432,11.704432,11.704432,33.37877,33.37877,33.37877,37.395744,37.395744,37.395744,39.959343,39.959343,39.959343,77.64705,77.64705,77.64705,2022-11-11
52.207,4.887,11.719119,11.704432,11.733806,34.744797,34.739822,34.74977,38.78319,38.66862,38.897762,41.27711,41.01619,41.53803,77.72868,77.61043,77.84694,2022-11-11
52.207,4.888,11.733806,11.733806,11.733806,33.9153,33.9153,33.9153,37.706726,37.706726,37.706726,39.957222,39.957222,39.957222,77.633316,77.633316,77.633316,2022-11-11
52.207,4.889,11.781872,11.760509,11.803234,33.92202,33.895332,33.94871,37.92151,37.884445,37.95857,40.425644,40.30885,40.542435,77.35103,77.33882,77.363235,2022-11-11
52.207,4.89,11.704432,11.704432,11.704432,35.49353,35.49353,35.49353,39.65154,39.65154,39.65154,42.239014,42.239014,42.239014,77.45021,77.45021,77.45021,2022-11-11
52.207,4.891,11.72446,11.675059,11.773861,34.986347,34.236137,35.73656,38.948498,38.090508,39.806488,41.332333,40.39536,42.269306,77.38307,77.261,77.50514,2022-11-11
52.207,4.892,11.635004,11.635004,11.635004,33.89881,33.89881,33.89881,37.623676,37.623676,37.623676,39.794025,39.794025,39.794025,77.640945,77.640945,77.640945,2022-11-11
52.207,4.893,11.640345,11.60563,11.675059,35.171482,34.28181,36.06115,39.009888,38.010387,40.00939,41.229603,40.158386,42.30082,77.659256,77.563126,77.75539,2022-11-11
52.207,4.894,11.675059,11.675059,11.675059,36.63312,36.63312,36.63312,40.56748,40.56748,40.56748,42.801796,42.801796,42.801796,77.985794,77.985794,77.985794,2022-11-11
52.207,4.895,11.576256,11.576256,11.576256,37.91629,37.91629,37.91629,41.77753,41.77753,41.77753,43.832493,43.832493,43.832493,78.0087,78.0087,78.0087,2022-11-11
52.207,4.896,11.626992,11.592278,11.661707,38.894157,38.70905,39.079266,42.30777,42.223896,42.391647,43.7474,43.322014,44.17278,78.00259,77.92018,78.08499,2022-11-11
52.207,4.897,11.648355,11.648355,11.648355,38.251144,38.251144,38.251144,41.232513,41.232513,41.232513,42.189316,42.189316,42.189316,77.88356,77.88356,77.88356,2022-11-11
52.207,4.898,11.661707,11.661707,11.661707,39.451805,39.282814,39.620796,42.03963,41.734848,42.344414,42.431522,41.97276,42.890285,77.804214,77.78743,77.821,2022-11-11
52.207,4.899,11.691081,11.691081,11.691081,37.917587,37.917587,37.917587,40.79736,40.79736,40.79736,41.653507,41.653507,41.653507,77.69588,77.69588,77.69588,2022-11-11
52.207,4.9,11.675059,11.675059,11.675059,37.39255,37.39255,37.39255,39.752087,39.752087,39.752087,40.009686,40.009686,40.009686,77.737076,77.737076,77.737076,2022-11-11
52.207,4.901,11.64702,11.618982,11.675059,35.640923,35.19389,36.08795,38.856705,38.84262,38.87079,40.28302,39.736946,40.829094,77.687485,77.622635,77.752335,2022-11-11
52.198,4.902,13.1,13.1,13.1,20.18,20.18,20.18,23.08,23.08,23.08,25.39,25.39,25.39,78.0,78.0,78.0,2022-11-11
52.199,4.902,12.8,12.6,13.0,19.37,17.87,20.9,22.4025,20.77,24.27,24.93,23.02,27.12,78.0,78.0,78.0,2022-11-11
52.2,4.902,12.64,12.5,13.0,20.628,20.09,20.98,23.883999,23.47,24.58,26.618,25.97,27.75,78.0,78.0,78.0,2022-11-11
52.201,4.902,12.645453,12.4,12.9,21.697273,20.16,23.14,24.856363,22.53,26.88,27.381819,24.13,30.23,78.0,78.0,78.0,2022-11-11
52.207,4.902,11.562905,11.562905,11.562905,35.10952,35.10952,35.10952,38.62252,38.62252,38.62252,40.449135,40.449135,40.449135,77.76607,77.76607,77.76607,2022-11-11
52.197,4.903,13.1,13.1,13.1,18.875,18.71,19.04,21.455,21.22,21.69,23.425,23.11,23.74,78.0,78.0,78.0,2022-11-11
52.201,4.903,12.307692,11.9,12.9,17.22,11.73,24.91,19.333847,12.55,29.07,20.828846,12.75,32.67,77.38461,77.0,78.0,2022-11-11
52.202,4.903,11.953847,11.9,12.0,12.25846,11.7,12.92,13.186923,12.57,13.85,13.501538,12.84,14.43,77.0,77.0,77.0,2022-11-11
52.207,4.903,11.675059,11.675059,11.675059,35.064236,35.064236,35.064236,38.364918,38.364918,38.364918,39.935402,39.935402,39.935402,77.81032,77.81032,77.81032,2022-11-11
52.2,4.904,11.9,11.9,11.9,12.17,12.17,12.17,13.08,13.08,13.08,13.39,13.39,13.39,77.0,77.0,77.0,2022-11-11
52.201,4.904,11.9,11.9,11.9,12.6,12.6,12.6,13.51,13.51,13.51,13.79,13.79,13.79,77.0,77.0,77.0,2022-11-11
52.207,4.904,11.612306,11.576256,11.648355,39.291798,38.71483,39.86877,42.01099,41.839336,42.182644,42.574554,42.210674,42.93844,78.09262,78.054474,78.13077,2022-11-11
52.182,4.905,11.8,11.8,11.8,11.86,11.82,11.9,12.875,12.85,12.9,13.33,13.32,13.34,77.0,77.0,77.0,2022-11-11
52.183,4.905,11.8,11.8,11.8,11.89,11.89,11.89,12.84,12.84,12.84,13.21,13.21,13.21,77.0,77.0,77.0,2022-11-11
52.184,4.905,11.8,11.8,11.8,11.87,11.83,11.91,12.84,12.8,12.88,13.245,13.21,13.28,77.0,77.0,77.0,2022-11-11
52.185,4.905,11.8,11.8,11.8,12.49,12.49,12.49,13.5,13.5,13.5,13.9,13.9,13.9,77.0,77.0,77.0,2022-11-11
52.186,4.905,11.8,11.8,11.8,12.175,12.14,12.21,13.2,13.18,13.22,13.645,13.64,13.65,77.0,77.0,77.0,2022-11-11
52.187,4.905,11.8,11.8,11.8,12.62,12.62,12.62,13.74,13.74,13.74,14.29,14.29,14.29,77.0,77.0,77.0,2022-11-11
52.188,4.905,11.9,11.9,11.9,12.635,12.53,12.74,13.745,13.65,13.84,14.27,14.18,14.36,77.0,77.0,77.0,2022-11-11
52.189,4.905,11.9,11.9,11.9,12.62,12.62,12.62,13.66,13.66,13.66,14.09,14.09,14.09,77.0,77.0,77.0,2022-11-11
52.19,4.905,11.9,11.9,11.9,11.245,10.88,11.61,12.145,11.75,12.54,12.495,12.09,12.9,77.0,77.0,77.0,2022-11-11
52.191,4.905,11.9,11.9,11.9,9.53,9.53,9.53,10.29,10.29,10.29,10.59,10.59,10.59,77.0,77.0,77.0,2022-11-11
52.192,4.905,11.9,11.9,11.9,8.505,8.25,8.76,9.15,8.87,9.43,9.38,9.08,9.68,77.0,77.0,77.0,2022-11-11
52.193,4.905,11.9,11.9,11.9,8.35,8.35,8.35,8.97,8.97,8.97,9.17,9.17,9.17,77.0,77.0,77.0,2022-11-11
52.194,4.905,11.9,11.9,11.9,7.985,7.85,8.12,8.545,8.41,8.68,8.69,8.56,8.82,77.0,77.0,77.0,2022-11-11
52.195,4.905,11.9,11.9,11.9,25.143333,8.9,56.37,26.85,9.51,60.19,27.246666,9.66,61.07,77.0,77.0,77.0,2022-11-11
52.197,4.905,12.7,11.9,13.1,16.043333,9.78,19.25,17.91,10.49,21.69,19.166666,10.71,23.46,77.666664,77.0,78.0,2022-11-11
52.198,4.905,11.9,11.9,11.9,10.84,10.84,10.84,11.66,11.66,11.66,11.95,11.95,11.95,77.0,77.0,77.0,2022-11-11
52.199,4.905,11.9,11.9,11.9,11.08,11.08,11.08,11.93,11.92,11.94,12.235,12.22,12.25,77.0,77.0,77.0,2022-11-11
52.207,4.905,11.612306,11.549553,11.675059,39.47035,39.386898,39.5538,41.846046,41.83083,41.86126,41.977543,41.835976,42.11911,78.15289,78.08194,78.22385,2022-11-11
52.195,4.906,13.2,13.2,13.2,21.93,21.28,22.58,24.94,24.14,25.74,27.25,26.31,28.19,78.0,78.0,78.0,2022-11-11
52.196,4.906,12.766666,11.9,13.2,17.66,9.64,21.76,19.703333,10.3,24.53,21.076666,10.46,26.54,77.666664,77.0,78.0,2022-11-11
52.197,4.906,11.9,11.9,11.9,9.27,9.27,9.27,9.93,9.93,9.93,10.11,10.11,10.11,77.0,77.0,77.0,2022-11-11
52.207,4.906,11.461432,11.461432,11.461432,40.663948,40.663948,40.663948,43.040833,43.040833,43.040833,43.090027,43.090027,43.090027,78.17197,78.17197,78.17197,2022-11-11
52.196,4.907,13.2,13.2,13.2,20.04,20.04,20.04,22.83,22.83,22.83,25.0,25.0,25.0,78.0,78.0,78.0,2022-11-11
52.207,4.907,11.60563,11.549553,11.661707,38.462837,37.505028,39.420643,41.181316,40.3133,42.04933,41.80219,41.11108,42.4933,77.78591,77.5677,78.00412,2022-11-11
52.196,4.908,13.3,13.3,13.3,17.57,17.57,17.57,20.06,20.06,20.06,22.01,22.01,22.01,78.0,78.0,78.0,2022-11-11
52.207,4.908,11.648355,11.648355,11.648355,38.069016,38.069016,38.069016,40.87135,40.87135,40.87135,41.622276,41.622276,41.622276,77.86525,77.86525,77.86525,2022-11-11
52.196,4.909,13.3,13.3,13.3,17.14,17.14,17.14,19.75,19.75,19.75,21.89,21.89,21.89,78.0,78.0,78.0,2022-11-11
52.207,4.909,11.505493,11.448081,11.562905,39.547146,38.37954,40.714756,42.217896,41.381313,43.054478,42.70438,42.354046,43.054714,78.176544,78.14908,78.20401,2022-11-11
52.207,4.91,11.392004,11.392004,11.392004,41.695923,41.695923,41.695923,44.09351,44.09351,44.09351,44.09558,44.09558,44.09558,78.02548,78.02548,78.02548,2022-11-11
52.196,4.911,13.3,13.3,13.3,17.74,17.74,17.74,20.55,20.55,20.55,22.9,22.9,22.9,78.0,78.0,78.0,2022-11-11
52.207,4.911,11.534866,11.493476,11.576256,41.869495,41.365986,42.373005,44.35497,43.886337,44.8236,44.45217,44.06146,44.84288,77.71266,77.700455,77.72487,2022-11-11
52.207,4.912,11.661707,11.661707,11.661707,40.58774,40.58774,40.58774,43.04922,43.04922,43.04922,43.207085,43.207085,43.207085,77.49599,77.49599,77.49599,2022-11-11
52.207,4.913,11.697757,11.635004,11.760509,39.425194,39.004707,39.84568,41.691715,41.247963,42.135464,41.693047,41.250397,42.135693,77.16563,76.98328,77.34798,2022-11-11
52.207,4.914,11.60563,11.60563,11.60563,38.383625,38.383625,38.383625,40.607338,40.607338,40.607338,40.629486,40.629486,40.629486,76.713196,76.713196,76.713196,2022-11-11
52.207,4.915,11.902037,11.789883,12.01419,35.378036,33.66741,37.088665,37.865597,36.34828,39.38291,38.42093,37.259766,39.58209,76.32944,76.01587,76.643005,2022-11-11
52.207,4.916,12.115663,12.115663,12.115663,32.791744,32.791744,32.791744,34.805058,34.805058,34.805058,34.962704,34.962704,34.962704,75.57335,75.57335,75.57335,2022-11-11
52.207,4.917,12.102311,12.102311,12.102311,34.54399,34.54399,34.54399,36.6093,36.6093,36.6093,36.707428,36.707428,36.707428,75.59013,75.59013,75.59013,2022-11-11
52.191,4.918,13.45,13.4,13.5,15.12,14.68,15.56,17.86,17.27,18.45,20.325,19.57,21.08,78.0,78.0,78.0,2022-11-11
52.207,4.918,12.193103,12.129015,12.25719,33.095684,32.101692,34.089676,35.80353,34.820465,36.7866,36.788082,35.888123,37.688038,74.9401,74.847015,75.03319,2022-11-11
52.189,4.919,13.5,13.5,13.5,16.26,16.26,16.26,19.54,19.54,19.54,22.62,22.62,22.62,78.0,78.0,78.0,2022-11-11
52.19,4.919,13.5,13.5,13.5,15.74,15.74,15.74,18.81,18.81,18.81,21.65,21.65,21.65,78.0,78.0,78.0,2022-11-11
52.207,4.919,12.313267,12.313267,12.313267,30.520628,30.432085,30.60917,33.25864,33.14114,33.376137,34.460766,34.314102,34.60743,74.753174,74.70053,74.80582,2022-11-11
52.188,4.92,13.5,13.5,13.5,16.3,16.3,16.3,19.62,19.62,19.62,22.75,22.75,22.75,78.0,78.0,78.0,2022-11-11
52.189,4.92,13.5,13.5,13.5,17.15,17.15,17.15,20.63,20.63,20.63,23.91,23.91,23.91,78.0,78.0,78.0,2022-11-11
52.207,4.92,12.342641,12.342641,12.342641,30.800602,30.800602,30.800602,33.67975,33.67975,33.67975,35.03462,35.03462,35.03462,74.750885,74.750885,74.750885,2022-11-11
52.208,4.92,12.313267,12.313267,12.313267,30.96862,30.872898,31.064342,34.15251,34.059982,34.24504,35.867783,35.78586,35.949707,74.5159,74.46707,74.56473,2022-11-11
52.209,4.92,12.323059,12.286564,12.369344,27.82697,26.987782,28.42771,30.72264,29.747053,31.397854,32.306377,31.223095,33.030396,74.707146,74.673065,74.76462,2022-11-11
52.21,4.92,12.392042,12.385366,12.398718,28.047546,27.772114,28.32298,30.759417,30.539356,30.979477,32.103172,31.970068,32.236275,74.19393,73.98335,74.40451,2022-11-11
52.211,4.92,12.450344,12.385366,12.524223,29.442137,28.678047,30.31417,32.21762,31.438555,33.180565,33.541206,32.797485,34.553967,73.72802,73.44319,73.91469,2022-11-11
52.212,4.92,12.454795,12.454795,12.454795,27.279627,27.279627,27.279627,29.950867,29.950867,29.950867,31.298895,31.298895,31.298895,72.91217,72.91217,72.91217,2022-11-11
52.188,4.921,13.5,13.5,13.5,18.59,18.59,18.59,22.27,22.27,22.27,25.71,25.71,25.71,78.0,78.0,78.0,2022-11-11
52.212,4.921,12.566948,12.566948,12.566948,27.816826,27.816826,27.816826,30.688957,30.688957,30.688957,32.24465,32.24465,32.24465,72.90759,72.90759,72.90759,2022-11-11
52.188,4.922,13.5,13.5,13.5,17.85,17.85,17.85,21.45,21.45,21.45,24.83,24.83,24.83,78.0,78.0,78.0,2022-11-11
52.212,4.922,12.72895,12.665751,12.767223,28.855204,28.427355,29.382797,32.001858,31.54759,32.581768,33.819973,33.363464,34.426758,72.50883,72.21179,72.95337,2022-11-11
52.213,4.922,12.8233,12.8233,12.8233,30.111683,30.111683,30.111683,33.50517,33.50517,33.50517,35.536583,35.536583,35.536583,71.80742,71.80742,71.80742,2022-11-11
52.187,4.923,13.5,13.5,13.5,19.1,19.1,19.1,22.81,22.81,22.81,26.25,26.25,26.25,78.0,78.0,78.0,2022-11-11
52.187,4.924,13.5,13.5,13.5,21.49,21.49,21.49,25.4,25.4,25.4,28.92,28.92,28.92,78.0,78.0,78.0,2022-11-11
52.187,4.925,13.5,13.5,13.5,21.3,21.3,21.3,24.94,24.94,24.94,28.13,28.13,28.13,78.0,78.0,78.0,2022-11-11
52.187,4.926,13.5,13.5,13.5,22.74,22.74,22.74,26.51,26.51,26.51,29.75,29.75,29.75,78.0,78.0,78.0,2022-11-11
52.187,4.927,13.6,13.6,13.6,22.08,22.08,22.08,25.54,25.54,25.54,28.44,28.44,28.44,78.0,78.0,78.0,2022-11-11
52.187,4.928,13.6,13.6,13.6,20.39,20.39,20.39,23.49,23.49,23.49,26.04,26.04,26.04,78.0,78.0,78.0,2022-11-11
52.187,4.929,13.6,13.6,13.6,18.01,18.01,18.01,20.76,20.76,20.76,23.03,23.03,23.03,78.0,78.0,78.0,2022-11-11
52.186,4.93,13.6,13.6,13.6,18.71,18.71,18.71,21.71,21.71,21.71,24.26,24.26,24.26,78.0,78.0,78.0,2022-11-11
52.185,4.931,13.6,13.6,13.6,18.94,18.94,18.94,22.02,22.02,22.02,24.64,24.64,24.64,78.0,78.0,78.0,2022-11-11
52.186,4.931,13.6,13.6,13.6,18.08,18.08,18.08,21.04,21.04,21.04,23.57,23.57,23.57,78.0,78.0,78.0,2022-11-11
52.184,4.932,13.6,13.6,13.6,18.83,18.83,18.83,21.89,21.89,21.89,24.49,24.49,24.49,78.0,78.0,78.0,2022-11-11
52.185,4.932,13.6,13.6,13.6,19.79,19.79,19.79,23.06,23.06,23.06,25.87,25.87,25.87,78.0,78.0,78.0,2022-11-11
52.183,4.933,13.7,13.7,13.7,18.55,18.55,18.55,21.44,21.44,21.44,23.85,23.85,23.85,78.0,78.0,78.0,2022-11-11
52.184,4.933,13.7,13.7,13.7,18.71,18.71,18.71,21.64,21.64,21.64,24.09,24.09,24.09,78.0,78.0,78.0,2022-11-11
52.183,4.934,13.7,13.7,13.7,17.55,17.55,17.55,20.41,20.41,20.41,22.85,22.85,22.85,78.0,78.0,78.0,2022-11-11
52.182,4.935,13.7,13.7,13.7,16.07,16.07,16.07,18.62,18.62,18.62,20.76,20.76,20.76,78.0,78.0,78.0,2022-11-11
52.201,4.903,12.5,12.2,13.0,8.463333,7.72,9.69,8.94,8.15,10.24,8.943334,8.16,10.24,77.0,77.0,77.0,2022-11-12
52.202,4.903,12.771429,12.5,13.0,8.337143,7.69,8.59,8.807142,8.13,9.08,8.812857,8.13,9.08,77.0,77.0,77.0,2022-11-12
52.201,4.903,14.8,14.8,14.8,8.595,8.23,8.96,9.11,8.72,9.5,9.165,8.77,9.56,71.0,71.0,71.0,2022-11-13
52.202,4.903,14.679166,14.6,14.8,7.959583,6.79,9.56,8.419584,7.18,10.13,8.437083,7.18,10.19,71.0,71.0,71.0,2022-11-13
52.2,4.904,14.8,14.8,14.8,7.52,7.52,7.52,7.97,7.97,7.97,8.01,8.01,8.01,71.0,71.0,71.0,2022-11-13
52.201,4.904,14.8,14.8,14.8,7.49,7.49,7.49,7.95,7.95,7.95,8.0,8.0,8.0,71.0,71.0,71.0,2022-11-13
52.197,4.905,14.8,14.8,14.8,8.77,8.77,8.77,9.27,9.27,9.27,9.28,9.28,9.28,71.0,71.0,71.0,2022-11-13
52.198,4.905,14.8,14.8,14.8,8.79,8.64,8.94,9.305,9.15,9.46,9.34,9.19,9.49,71.0,71.0,71.0,2022-11-13
52.199,4.905,14.8,14.8,14.8,7.76,7.76,7.76,8.22,8.22,8.22,8.25,8.25,8.25,71.0,71.0,71.0,2022-11-13
52.2,4.905,14.8,14.8,14.8,7.23,7.23,7.23,7.66,7.66,7.66,7.7,7.7,7.7,71.0,71.0,71.0,2022-11-13
52.195,4.906,12.8,12.8,12.8,10.236667,9.77,10.53,10.8133335,10.32,11.12,10.823334,10.33,11.13,76.0,76.0,76.0,2022-11-13
52.196,4.906,14.8,14.8,14.8,10.5275,9.45,11.18,11.12,9.98,11.81,11.13,9.99,11.82,71.25,71.0,72.0,2022-11-13
52.197,4.906,14.8,14.8,14.8,9.85,9.85,9.85,10.41,10.41,10.41,10.42,10.42,10.42,72.0,72.0,72.0,2022-11-13
52.196,4.907,13.8,12.8,14.8,9.19,9.11,9.27,9.715,9.63,9.8,9.715,9.63,9.8,73.5,71.0,76.0,2022-11-13
52.196,4.908,13.8,12.8,14.8,8.09,7.25,8.93,8.545,7.66,9.43,8.555,7.67,9.44,74.0,72.0,76.0,2022-11-13
52.196,4.909,13.8,12.8,14.8,7.715,6.43,9.0,8.15,6.79,9.51,8.15,6.79,9.51,74.0,72.0,76.0,2022-11-13
52.196,4.91,13.8,12.8,14.8,7.395,5.86,8.93,7.815,6.2,9.43,7.82,6.2,9.44,74.0,72.0,76.0,2022-11-13
52.196,4.911,13.85,12.9,14.8,7.29,6.39,8.19,7.705,6.75,8.66,7.71,6.76,8.66,74.0,72.0,76.0,2022-11-13
52.196,4.912,13.85,12.9,14.8,7.395,6.42,8.37,7.815,6.78,8.85,7.82,6.79,8.85,74.0,72.0,76.0,2022-11-13
52.196,4.913,13.85,12.9,14.8,7.68,6.56,8.8,8.11,6.93,9.29,8.12,6.94,9.3,74.0,72.0,76.0,2022-11-13
52.196,4.914,13.9,13.0,14.8,7.425,6.18,8.67,7.84,6.52,9.16,7.845,6.53,9.16,74.0,72.0,76.0,2022-11-13
52.196,4.915,13.9,13.0,14.8,7.515,6.68,8.35,7.94,7.06,8.82,7.945,7.06,8.83,74.0,72.0,76.0,2022-11-13
52.196,4.916,13.95,13.1,14.8,8.02,7.82,8.22,8.47,8.26,8.68,8.48,8.27,8.69,74.0,72.0,76.0,2022-11-13
52.196,4.917,14.233334,13.1,14.8,8.62,8.34,8.93,9.11,8.82,9.43,9.116667,8.82,9.44,73.333336,72.0,76.0,2022-11-13
52.197,4.918,14.0,13.2,14.8,9.425,9.12,9.73,9.955,9.63,10.28,9.965,9.64,10.29,74.0,72.0,76.0,2022-11-13
52.197,4.919,14.0,13.2,14.8,9.745,9.17,10.32,10.295,9.69,10.9,10.305,9.7,10.91,74.0,72.0,76.0,2022-11-13
52.197,4.92,13.3,13.3,13.3,8.63,8.63,8.63,9.12,9.12,9.12,9.12,9.12,9.12,76.0,76.0,76.0,2022-11-13
52.198,4.92,14.8,14.8,14.8,9.97,9.97,9.97,10.56,10.56,10.56,10.59,10.59,10.59,72.0,72.0,72.0,2022-11-13
52.198,4.921,14.05,13.3,14.8,8.9,7.87,9.93,9.42,8.31,10.53,9.46,8.32,10.6,74.0,72.0,76.0,2022-11-13
52.198,4.922,14.1,13.4,14.8,8.375,7.65,9.1,8.87,8.09,9.65,8.905,8.1,9.71,74.0,72.0,76.0,2022-11-13
52.198,4.923,13.4,13.4,13.4,7.72,7.72,7.72,8.16,8.16,8.16,8.17,8.17,8.17,76.0,76.0,76.0,2022-11-13
52.199,4.923,14.15,13.5,14.8,8.375,8.3,8.45,8.875,8.81,8.94,8.915,8.87,8.96,74.0,72.0,76.0,2022-11-13
52.199,4.924,14.15,13.5,14.8,7.985,7.51,8.46,8.465,7.98,8.95,8.505,8.03,8.98,74.0,72.0,76.0,2022-11-13
52.199,4.925,14.2,13.6,14.8,8.1,7.48,8.72,8.59,7.93,9.25,8.635,7.98,9.29,74.0,72.0,76.0,2022-11-13
52.199,4.926,14.8,14.8,14.8,7.71,7.71,7.71,8.17,8.17,8.17,8.22,8.22,8.22,72.0,72.0,72.0,2022-11-13
52.199,4.927,14.2,13.6,14.8,8.595,8.35,8.84,9.11,8.85,9.37,9.165,8.91,9.42,74.0,72.0,76.0,2022-11-13
52.2,4.928,14.25,13.7,14.8,9.08,8.95,9.21,9.62,9.49,9.75,9.67,9.55,9.79,74.0,72.0,76.0,2022-11-13
52.2,4.929,14.1,13.7,14.8,8.323334,8.1,8.69,8.81,8.56,9.19,8.836667,8.57,9.21,74.666664,72.0,76.0,2022-11-13
52.2,4.93,14.8,14.8,14.8,7.85,7.81,7.89,8.345,8.31,8.38,8.42,8.39,8.45,72.0,72.0,72.0,2022-11-13
52.2,4.931,14.35,13.8,14.9,7.695,7.33,8.06,8.16,7.81,8.51,8.205,7.89,8.52,74.0,72.0,76.0,2022-11-13
52.2,4.932,14.35,13.8,14.9,7.695,7.21,8.18,8.165,7.69,8.64,8.22,7.8,8.64,74.0,72.0,76.0,2022-11-13
52.2,4.933,14.4,13.9,14.9,7.665,7.18,8.15,8.145,7.68,8.61,8.21,7.8,8.62,74.0,72.0,76.0,2022-11-13
52.2,4.934,14.566667,13.9,14.9,6.7266665,5.68,8.19,7.1666665,6.09,8.66,7.2433333,6.2,8.66,73.333336,72.0,76.0,2022-11-13
52.2,4.935,14.45,14.0,14.9,6.995,5.85,8.14,7.44,6.28,8.6,7.51,6.41,8.61,74.0,72.0,76.0,2022-11-13
52.2,4.936,14.45,14.0,14.9,6.785,5.27,8.3,7.215,5.65,8.78,7.275,5.76,8.79,74.0,72.0,76.0,2022-11-13
52.2,4.937,14.5,14.1,14.9,6.1,4.24,7.96,6.475,4.54,8.41,6.525,4.63,8.42,74.0,72.0,76.0,2022-11-13
52.2,4.938,14.5,14.1,14.9,6.515,4.44,8.59,6.92,4.76,9.08,6.96,4.84,9.08,74.0,72.0,76.0,2022-11-13
52.2,4.939,14.6,14.2,15.0,6.76,4.47,9.05,7.175,4.79,9.56,7.225,4.88,9.57,74.0,72.0,76.0,2022-11-13
52.2,4.94,14.6,14.2,15.0,7.475,4.7,10.25,7.93,5.04,10.82,7.985,5.14,10.83,74.0,72.0,76.0,2022-11-13
52.2,4.941,14.6,14.2,15.0,7.52,4.6,10.44,7.985,4.94,11.03,8.04,5.04,11.04,74.0,72.0,76.0,2022-11-13
52.2,4.942,14.65,14.3,15.0,7.845,5.2,10.49,8.33,5.58,11.08,8.385,5.68,11.09,74.0,72.0,76.0,2022-11-13
52.199,4.943,14.65,14.3,15.0,7.77,5.28,10.26,8.245,5.65,10.84,8.295,5.74,10.85,74.0,72.0,76.0,2022-11-13
52.184,4.838,7.2690163,5.103379,9.434653,47.572952,39.15507,55.990837,50.88365,42.31177,59.455536,51.58844,43.419262,59.757614,72.21789,68.70831,75.72746,2022-11-14
52.188,4.838,7.1054587,4.422446,9.81651,39.49727,31.423092,48.143887,42.1607,33.965435,50.910347,42.641716,34.865227,50.910347,68.419914,65.36659,71.87608,2022-11-14
52.189,4.838,8.136873,4.382391,10.014114,44.68893,33.747757,50.833134,47.549953,36.566257,53.754124,47.90792,37.64016,53.754124,67.93214,65.43068,72.73822,2022-11-14
52.183,4.839,7.2476535,5.090028,9.405279,46.117077,39.863747,52.370407,49.701664,43.1652,56.23813,50.843143,44.39974,57.286545,72.45059,69.02571,75.87547,2022-11-14
52.184,4.839,7.310406,5.159456,9.461356,51.329,38.664795,63.9932,54.70313,41.704678,67.70158,55.2218,42.70392,67.739685,72.34759,68.7785,75.91667,2022-11-14
52.187,4.839,7.155527,4.662775,9.73373,40.29317,33.505894,47.081005,42.992344,36.17451,49.786392,43.461147,37.082348,49.786392,69.14435,65.284195,73.30586,2022-11-14
52.19,4.839,7.269016,4.409094,10.128938,43.81522,35.05244,52.578003,46.78797,37.976692,55.599255,47.343727,39.088196,55.599255,69.80468,65.00496,74.6044,2022-11-14
52.182,4.84,6.5337853,5.231555,9.138246,43.14935,41.57363,45.41858,46.39297,45.17359,48.06235,47.326298,46.652718,48.103775,74.48742,71.00328,76.2417,2022-11-14
52.183,4.84,7.297055,5.159456,9.434653,44.38198,40.269802,48.494164,47.514194,43.66263,51.36576,48.224934,44.98027,51.469597,72.49637,69.08522,75.90752,2022-11-14
52.185,4.84,7.247653,5.047302,9.448004,57.63076,39.269493,75.99203,61.52031,42.336502,80.70412,62.22623,43.32642,81.12604,72.08361,68.38025,75.78697,2022-11-14
52.186,4.84,7.22095,4.860379,9.57351,42.758854,36.502403,48.865395,45.647392,39.458683,51.673317,46.174446,40.507572,51.673317,70.50964,66.28671,74.491486,2022-11-14
52.19,4.84,7.2823677,4.465171,10.099565,43.84246,35.50019,52.18473,46.800686,38.417984,55.183388,47.33679,39.490192,55.183388,70.434875,64.76691,76.102844,2022-11-14
